 360 , 0 , 0 , 0 
 361 , 0 , 0 , 0 
 362 , 0 , 0 , 0 
 363 , 0 , 0 , 0 
 364 , 0 , 0 , 1 
 365 , 0 , 0 , 1 
 366 , 0 , 0 , 1 
 367 , 0 , 0 , 1 
 368 , 0 , 0 , 1 
 369 , 0 , 0 , 1 
 370 , 0 , 0 , 1 
 371 , 0 , 0 , 1 
 372 , 0 , 0 , 1 
 373 , 0 , 0 , 2 
 374 , 0 , 0 , 2 
 375 , 0 , 0 , 2 
 376 , 0 , 0 , 2 
 377 , 0 , 0 , 3 
 378 , 1 , 0 , 3 
 379 , 1 , 0 , 3 
 380 , 1 , 0 , 4 
 381 , 1 , 0 , 4 
 382 , 1 , 0 , 5 
 383 , 1 , 0 , 5 
 384 , 1 , 0 , 6 
 385 , 1 , 0 , 6 
 386 , 1 , 0 , 7 
 387 , 1 , 0 , 8 
 388 , 2 , 0 , 10 
 389 , 2 , 0 , 11 
 390 , 2 , 0 , 13 
 391 , 2 , 0 , 15 
 392 , 3 , 0 , 18 
 393 , 3 , 0 , 21 
 394 , 4 , 0 , 24 
 395 , 5 , 0 , 28 
 396 , 6 , 0 , 33 
 397 , 7 , 0 , 37 
 398 , 8 , 0 , 42 
 399 , 9 , 0 , 47 
 400 , 11 , 0 , 52 
 401 , 12 , 0 , 55 
 402 , 13 , 0 , 59 
 403 , 14 , 0 , 63 
 404 , 16 , 0 , 68 
 405 , 18 , 0 , 73 
 406 , 21 , 0 , 79 
 407 , 24 , 0 , 86 
 408 , 27 , 0 , 93 
 409 , 30 , 0 , 100 
 410 , 33 , 0 , 108 
 411 , 37 , 0 , 115 
 412 , 40 , 0 , 123 
 413 , 43 , 0 , 131 
 414 , 47 , 0 , 140 
 415 , 51 , 0 , 149 
 416 , 55 , 0 , 158 
 417 , 59 , 0 , 168 
 418 , 63 , 0 , 178 
 419 , 67 , 0 , 188 
 420 , 72 , 0 , 199 
 421 , 76 , 0 , 209 
 422 , 80 , 0 , 220 
 423 , 84 , 0 , 230 
 424 , 88 , 0 , 239 
 425 , 91 , 0 , 248 
 426 , 94 , 0 , 255 
 427 , 97 , 0 , 255 
 428 , 99 , 0 , 255 
 429 , 101 , 0 , 255 
 430 , 102 , 0 , 255 
 431 , 105 , 0 , 255 
 432 , 107 , 0 , 255 
 433 , 110 , 0 , 255 
 434 , 111 , 0 , 255 
 435 , 113 , 0 , 255 
 436 , 114 , 0 , 255 
 437 , 115 , 0 , 255 
 438 , 116 , 0 , 255 
 439 , 117 , 0 , 255 
 440 , 117 , 0 , 255 
 441 , 116 , 0 , 255 
 442 , 115 , 0 , 255 
 443 , 114 , 0 , 255 
 444 , 113 , 0 , 255 
 445 , 112 , 0 , 255 
 446 , 110 , 0 , 255 
 447 , 107 , 0 , 255 
 448 , 105 , 0 , 255 
 449 , 102 , 0 , 255 
 450 , 99 , 0 , 255 
 451 , 95 , 0 , 255 
 452 , 90 , 0 , 255 
 453 , 85 , 0 , 255 
 454 , 80 , 0 , 255 
 455 , 74 , 0 , 255 
 456 , 67 , 0 , 255 
 457 , 59 , 0 , 255 
 458 , 50 , 0 , 255 
 459 , 38 , 0 , 255 
 460 , 23 , 0 , 255 
 461 , 3 , 0 , 255 
 462 , 0 , 0 , 255 
 463 , 0 , 0 , 255 
 464 , 0 , 0 , 255 
 465 , 0 , 0 , 255 
 466 , 0 , 0 , 255 
 467 , 0 , 0 , 255 
 468 , 0 , 4 , 255 
 469 , 0 , 24 , 255 
 470 , 0 , 39 , 255 
 471 , 0 , 51 , 255 
 472 , 0 , 61 , 255 
 473 , 0 , 70 , 255 
 474 , 0 , 78 , 255 
 475 , 0 , 86 , 255 
 476 , 0 , 93 , 255 
 477 , 0 , 99 , 255 
 478 , 0 , 106 , 255 
 479 , 0 , 111 , 251 
 480 , 0 , 117 , 244 
 481 , 0 , 122 , 237 
 482 , 0 , 126 , 229 
 483 , 0 , 131 , 222 
 484 , 0 , 135 , 214 
 485 , 0 , 139 , 207 
 486 , 0 , 143 , 200 
 487 , 0 , 147 , 193 
 488 , 0 , 151 , 186 
 489 , 0 , 154 , 180 
 490 , 0 , 158 , 173 
 491 , 0 , 163 , 167 
 492 , 0 , 167 , 162 
 493 , 0 , 171 , 156 
 494 , 0 , 176 , 151 
 495 , 0 , 180 , 145 
 496 , 0 , 185 , 140 
 497 , 0 , 189 , 135 
 498 , 0 , 194 , 130 
 499 , 0 , 198 , 124 
 500 , 0 , 203 , 119 
 501 , 0 , 208 , 114 
 502 , 0 , 213 , 109 
 503 , 0 , 217 , 104 
 504 , 0 , 222 , 98 
 505 , 0 , 227 , 92 
 506 , 0 , 232 , 86 
 507 , 0 , 236 , 80 
 508 , 0 , 241 , 73 
 509 , 0 , 245 , 66 
 510 , 0 , 250 , 57 
 511 , 0 , 254 , 48 
 512 , 0 , 255 , 38 
 513 , 0 , 255 , 25 
 514 , 0 , 255 , 10 
 515 , 0 , 255 , 0 
 516 , 0 , 255 , 0 
 517 , 0 , 255 , 0 
 518 , 0 , 255 , 0 
 519 , 0 , 255 , 0 
 520 , 0 , 255 , 0 
 521 , 0 , 255 , 0 
 522 , 0 , 255 , 0 
 523 , 0 , 255 , 0 
 524 , 0 , 255 , 0 
 525 , 0 , 255 , 0 
 526 , 0 , 255 , 0 
 527 , 0 , 255 , 0 
 528 , 0 , 255 , 0 
 529 , 0 , 255 , 0 
 530 , 0 , 255 , 0 
 531 , 0 , 255 , 0 
 532 , 0 , 255 , 0 
 533 , 0 , 255 , 0 
 534 , 0 , 255 , 0 
 535 , 0 , 255 , 0 
 536 , 0 , 255 , 0 
 537 , 0 , 255 , 0 
 538 , 0 , 255 , 0 
 539 , 0 , 255 , 0 
 540 , 0 , 255 , 0 
 541 , 0 , 255 , 0 
 542 , 0 , 255 , 0 
 543 , 0 , 255 , 0 
 544 , 0 , 255 , 0 
 545 , 0 , 255 , 0 
 546 , 0 , 255 , 0 
 547 , 0 , 255 , 0 
 548 , 0 , 255 , 0 
 549 , 0 , 255 , 0 
 550 , 0 , 255 , 0 
 551 , 0 , 255 , 0 
 552 , 0 , 255 , 0 
 553 , 18 , 255 , 0 
 554 , 57 , 255 , 0 
 555 , 81 , 255 , 0 
 556 , 100 , 255 , 0 
 557 , 116 , 255 , 0 
 558 , 130 , 255 , 0 
 559 , 143 , 255 , 0 
 560 , 155 , 255 , 0 
 561 , 166 , 255 , 0 
 562 , 176 , 255 , 0 
 563 , 186 , 255 , 0 
 564 , 196 , 255 , 0 
 565 , 205 , 255 , 0 
 566 , 213 , 255 , 0 
 567 , 221 , 255 , 0 
 568 , 229 , 255 , 0 
 569 , 237 , 253 , 0 
 570 , 244 , 249 , 0 
 571 , 252 , 246 , 0 
 572 , 255 , 242 , 0 
 573 , 255 , 239 , 0 
 574 , 255 , 235 , 0 
 575 , 255 , 231 , 0 
 576 , 255 , 227 , 0 
 577 , 255 , 223 , 0 
 578 , 255 , 218 , 0 
 579 , 255 , 214 , 0 
 580 , 255 , 209 , 0 
 581 , 255 , 204 , 0 
 582 , 255 , 199 , 0 
 583 , 255 , 193 , 0 
 584 , 255 , 187 , 0 
 585 , 255 , 182 , 0 
 586 , 255 , 176 , 0 
 587 , 255 , 170 , 0 
 588 , 255 , 164 , 0 
 589 , 255 , 157 , 0 
 590 , 255 , 151 , 0 
 591 , 255 , 145 , 0 
 592 , 255 , 140 , 0 
 593 , 255 , 134 , 0 
 594 , 255 , 127 , 0 
 595 , 255 , 121 , 0 
 596 , 255 , 115 , 0 
 597 , 255 , 108 , 0 
 598 , 255 , 101 , 0 
 599 , 255 , 95 , 0 
 600 , 255 , 87 , 0 
 601 , 255 , 79 , 0 
 602 , 255 , 71 , 0 
 603 , 255 , 62 , 0 
 604 , 255 , 53 , 0 
 605 , 255 , 42 , 0 
 606 , 255 , 30 , 0 
 607 , 255 , 15 , 0 
 608 , 255 , 0 , 0 
 609 , 255 , 0 , 0 
 610 , 255 , 0 , 0 
 611 , 255 , 0 , 0 
 612 , 255 , 0 , 0 
